latitude,longitude,elevation
-1.47606758,33.16558646,1134
-1.47606758,33.17456961,1134
-1.47606758,33.18355276,1134
-1.47606758,33.19253591,1134
-1.47606758,33.20151907,1134
-1.47606758,33.21050222,1134
-1.47606758,33.21948537,1134
-1.47606758,33.22846853,1134
-1.47606758,33.23745168,1134
-1.47606758,33.24643483,1134
-1.47606758,33.25541798,1134
-1.47606758,33.26440114,1134
-1.47606758,33.27338429,1134
-1.47606758,33.28236744,1134
-1.47606758,33.2913506,1134
-1.47606758,33.30033375,1134
-1.47606758,33.3093169,1134
-1.47606758,33.31830005,1134
-1.47606758,33.32728321,1134
-1.47606758,33.33626636,1134
-1.47606758,33.34524951,1134
-1.47606758,33.35423267,1134
-1.47606758,33.36321582,1134
-1.47606758,33.37219897,1134
-1.47606758,33.38118212,1134
-1.47606758,33.39016528,1134
-1.47606758,33.39914843,1134
-1.47606758,33.40813158,1134
-1.47606758,33.41711474,1134
-1.47606758,33.42609789,1134
-1.47606758,33.43508104,1134
-1.47606758,33.44406419,1134
-1.47606758,33.45304735,1134
-1.47606758,33.4620305,1134
-1.485050733,32.71642881,1134
-1.485050733,32.72541197,1134
-1.485050733,32.73439512,1134
-1.485050733,32.74337827,1134
-1.485050733,32.75236143,1134
-1.485050733,32.76134458,1134
-1.485050733,32.77032773,1134
-1.485050733,32.77931088,1134
-1.485050733,32.78829404,1134
-1.485050733,32.79727719,1134
-1.485050733,32.80626034,1134
-1.485050733,32.8152435,1134
-1.485050733,32.82422665,1134
-1.485050733,32.8332098,1134
-1.485050733,32.84219295,1134
-1.485050733,32.85117611,1134
-1.485050733,32.86015926,1134
-1.485050733,32.86914241,1134
-1.485050733,32.87812557,1134
-1.485050733,32.88710872,1134
-1.485050733,32.89609187,1134
-1.485050733,32.90507502,1134
-1.485050733,32.91405818,1134
-1.485050733,32.92304133,1134
-1.485050733,32.93202448,1134
-1.485050733,32.94100764,1134
-1.485050733,32.94999079,1134
-1.485050733,32.95897394,1134
-1.485050733,32.96795709,1134
-1.485050733,32.97694025,1134
-1.485050733,32.9859234,1134
-1.485050733,32.99490655,1134
-1.485050733,33.00388971,1134
-1.485050733,33.01287286,1134
-1.485050733,33.02185601,1134
-1.485050733,33.03083916,1134
-1.485050733,33.03982232,1134
-1.485050733,33.04880547,1134
-1.485050733,33.05778862,1134
-1.485050733,33.06677177,1134
-1.485050733,33.07575493,1134
-1.485050733,33.08473808,1134
-1.485050733,33.09372123,1134
-1.485050733,33.10270439,1134
-1.485050733,33.11168754,1134
-1.485050733,33.12067069,1134
-1.485050733,33.12965384,1134
-1.485050733,33.138637,1134
-1.485050733,33.14762015,1134
-1.485050733,33.1566033,1134
-1.485050733,33.16558646,1134
-1.485050733,33.17456961,1134
-1.485050733,33.18355276,1134
-1.485050733,33.19253591,1134
-1.485050733,33.20151907,1134
-1.485050733,33.21050222,1134
-1.485050733,33.21948537,1134
-1.485050733,33.22846853,1134
-1.485050733,33.23745168,1134
-1.485050733,33.24643483,1134
-1.485050733,33.25541798,1134
-1.485050733,33.26440114,1134
-1.485050733,33.27338429,1134
-1.485050733,33.28236744,1134
-1.485050733,33.2913506,1134
-1.485050733,33.30033375,1134
-1.485050733,33.3093169,1134
-1.485050733,33.31830005,1134
-1.485050733,33.32728321,1134
-1.485050733,33.33626636,1134
-1.485050733,33.34524951,1134
-1.485050733,33.35423267,1134
-1.485050733,33.36321582,1134
-1.485050733,33.37219897,1134
-1.485050733,33.38118212,1134
-1.485050733,33.39016528,1134
-1.485050733,33.39914843,1134
-1.485050733,33.40813158,1134
-1.485050733,33.41711474,1134
-1.485050733,33.42609789,1134
-1.485050733,33.43508104,1134
-1.485050733,33.44406419,1134
-1.485050733,33.45304735,1134
-1.485050733,33.4620305,1134
-1.494033886,32.70744566,1134
-1.494033886,32.71642881,1134
-1.494033886,32.72541197,1134
-1.494033886,32.73439512,1134
-1.494033886,32.74337827,1134
-1.494033886,32.75236143,1134
-1.494033886,32.76134458,1134
-1.494033886,32.77032773,1134
-1.494033886,32.77931088,1134
-1.494033886,32.78829404,1134
-1.494033886,32.79727719,1134
-1.494033886,32.80626034,1134
-1.494033886,32.8152435,1134
-1.494033886,32.82422665,1134
-1.494033886,32.8332098,1134
-1.494033886,32.84219295,1134
-1.494033886,32.85117611,1134
-1.494033886,32.86015926,1134
-1.494033886,32.86914241,1134
-1.494033886,32.87812557,1134
-1.494033886,32.88710872,1134
-1.494033886,32.89609187,1134
-1.494033886,32.90507502,1134
-1.494033886,32.91405818,1134
-1.494033886,32.92304133,1134
-1.494033886,32.93202448,1134
-1.494033886,32.94100764,1134
-1.494033886,32.94999079,1134
-1.494033886,32.95897394,1134
-1.494033886,32.96795709,1134
-1.494033886,32.97694025,1134
-1.494033886,32.9859234,1134
-1.494033886,32.99490655,1134
-1.494033886,33.00388971,1134
-1.494033886,33.01287286,1134
-1.494033886,33.02185601,1134
-1.494033886,33.03083916,1134
-1.494033886,33.03982232,1134
-1.494033886,33.04880547,1134
-1.494033886,33.05778862,1134
-1.494033886,33.06677177,1134
-1.494033886,33.07575493,1134
-1.494033886,33.08473808,1134
-1.494033886,33.09372123,1134
-1.494033886,33.10270439,1134
-1.494033886,33.11168754,1134
-1.494033886,33.12067069,1134
-1.494033886,33.12965384,1134
-1.494033886,33.138637,1134
-1.494033886,33.14762015,1134
-1.494033886,33.1566033,1134
-1.494033886,33.16558646,1134
-1.494033886,33.17456961,1134
-1.494033886,33.18355276,1134
-1.494033886,33.19253591,1134
-1.494033886,33.20151907,1134
-1.494033886,33.21050222,1134
-1.494033886,33.21948537,1134
-1.494033886,33.22846853,1134
-1.494033886,33.23745168,1134
-1.494033886,33.24643483,1134
-1.494033886,33.25541798,1134
-1.494033886,33.26440114,1134
-1.494033886,33.27338429,1134
-1.494033886,33.28236744,1134
-1.494033886,33.2913506,1134
-1.494033886,33.30033375,1134
-1.494033886,33.3093169,1134
-1.494033886,33.31830005,1134
-1.494033886,33.32728321,1134
-1.494033886,33.33626636,1134
-1.494033886,33.34524951,1134
-1.494033886,33.35423267,1134
-1.494033886,33.36321582,1134
-1.494033886,33.37219897,1134
-1.494033886,33.38118212,1134
-1.494033886,33.39016528,1134
-1.494033886,33.39914843,1134
-1.494033886,33.40813158,1134
-1.494033886,33.41711474,1134
-1.494033886,33.42609789,1134
-1.494033886,33.43508104,1134
-1.494033886,33.44406419,1134
-1.494033886,33.45304735,1134
-1.494033886,33.4620305,1134
-1.503017038,32.69846251,1134
-1.503017038,32.70744566,1134
-1.503017038,32.71642881,1134
-1.503017038,32.72541197,1134
-1.503017038,32.73439512,1134
-1.503017038,32.74337827,1134
-1.503017038,32.75236143,1134
-1.503017038,32.76134458,1134
-1.503017038,32.77032773,1134
-1.503017038,32.77931088,1134
-1.503017038,32.78829404,1134
-1.503017038,32.79727719,1134
-1.503017038,32.80626034,1134
-1.503017038,32.8152435,1134
-1.503017038,32.82422665,1134
-1.503017038,32.8332098,1134
-1.503017038,32.84219295,1134
-1.503017038,32.85117611,1134
-1.503017038,32.86015926,1134
-1.503017038,32.86914241,1134
-1.503017038,32.87812557,1134
-1.503017038,32.88710872,1134
-1.503017038,32.89609187,1134
-1.503017038,32.90507502,1134
-1.503017038,32.91405818,1134
-1.503017038,32.92304133,1134
-1.503017038,32.93202448,1134
-1.503017038,32.94100764,1134
-1.503017038,32.94999079,1134
-1.503017038,32.95897394,1134
-1.503017038,32.96795709,1134
-1.503017038,32.97694025,1134
-1.503017038,32.9859234,1134
-1.503017038,32.99490655,1134
-1.503017038,33.00388971,1134
-1.503017038,33.01287286,1134
-1.503017038,33.02185601,1134
-1.503017038,33.03083916,1134
-1.503017038,33.03982232,1134
-1.503017038,33.04880547,1134
-1.503017038,33.05778862,1134
-1.503017038,33.06677177,1134
-1.503017038,33.07575493,1134
-1.503017038,33.08473808,1134
-1.503017038,33.09372123,1134
-1.503017038,33.10270439,1134
-1.503017038,33.11168754,1134
-1.503017038,33.12067069,1134
-1.503017038,33.12965384,1134
-1.503017038,33.138637,1134
-1.503017038,33.14762015,1134
-1.503017038,33.1566033,1134
-1.503017038,33.16558646,1134
-1.503017038,33.17456961,1134
-1.503017038,33.18355276,1134
-1.503017038,33.19253591,1134
-1.503017038,33.20151907,1134
-1.503017038,33.21050222,1134
-1.503017038,33.21948537,1134
-1.503017038,33.22846853,1134
-1.503017038,33.23745168,1134
-1.503017038,33.24643483,1134
-1.503017038,33.25541798,1134
-1.503017038,33.26440114,1134
-1.503017038,33.27338429,1134
-1.503017038,33.28236744,1134
-1.503017038,33.2913506,1134
-1.503017038,33.30033375,1134
-1.503017038,33.3093169,1134
-1.503017038,33.31830005,1134
-1.503017038,33.32728321,1134
-1.503017038,33.33626636,1134
-1.503017038,33.34524951,1134
-1.503017038,33.35423267,1134
-1.503017038,33.36321582,1134
-1.503017038,33.37219897,1134
-1.503017038,33.38118212,1134
-1.503017038,33.39016528,1134
-1.503017038,33.39914843,1134
-1.503017038,33.40813158,1134
-1.503017038,33.41711474,1134
-1.503017038,33.42609789,1134
-1.503017038,33.43508104,1134
-1.503017038,33.44406419,1134
-1.503017038,33.45304735,1134
-1.503017038,33.4620305,1134
-1.512000191,32.68947936,1134
-1.512000191,32.69846251,1134
-1.512000191,32.70744566,1134
-1.512000191,32.71642881,1134
-1.512000191,32.72541197,1134
-1.512000191,32.73439512,1134
-1.512000191,32.74337827,1134
-1.512000191,32.75236143,1134
-1.512000191,32.76134458,1134
-1.512000191,32.77032773,1134
-1.512000191,32.77931088,1134
-1.512000191,32.78829404,1134
-1.512000191,32.79727719,1134
-1.512000191,32.80626034,1134
-1.512000191,32.8152435,1134
-1.512000191,32.82422665,1134
-1.512000191,32.8332098,1134
-1.512000191,32.84219295,1134
-1.512000191,32.85117611,1134
-1.512000191,32.86015926,1134
-1.512000191,32.86914241,1134
-1.512000191,32.87812557,1134
-1.512000191,32.88710872,1134
-1.512000191,32.89609187,1134
-1.512000191,32.90507502,1134
-1.512000191,32.91405818,1134
-1.512000191,32.92304133,1134
-1.512000191,32.93202448,1134
-1.512000191,32.94100764,1134
-1.512000191,32.94999079,1134
-1.512000191,32.95897394,1134
-1.512000191,32.96795709,1134
-1.512000191,32.97694025,1134
-1.512000191,32.9859234,1134
-1.512000191,32.99490655,1134
-1.512000191,33.00388971,1134
-1.512000191,33.01287286,1134
-1.512000191,33.02185601,1134
-1.512000191,33.03083916,1134
-1.512000191,33.03982232,1134
-1.512000191,33.04880547,1134
-1.512000191,33.05778862,1134
-1.512000191,33.06677177,1134
-1.512000191,33.07575493,1134
-1.512000191,33.08473808,1134
-1.512000191,33.09372123,1134
-1.512000191,33.10270439,1134
-1.512000191,33.11168754,1134
-1.512000191,33.12067069,1134
-1.512000191,33.12965384,1134
-1.512000191,33.138637,1134
-1.512000191,33.14762015,1134
-1.512000191,33.1566033,1134
-1.512000191,33.16558646,1134
-1.512000191,33.17456961,1134
-1.512000191,33.18355276,1134
-1.512000191,33.19253591,1134
-1.512000191,33.20151907,1134
-1.512000191,33.21050222,1134
-1.512000191,33.21948537,1134
-1.512000191,33.22846853,1134
-1.512000191,33.23745168,1134
-1.512000191,33.24643483,1134
-1.512000191,33.25541798,1134
-1.512000191,33.26440114,1134
-1.512000191,33.27338429,1134
-1.512000191,33.28236744,1134
-1.512000191,33.2913506,1134
-1.512000191,33.30033375,1134
-1.512000191,33.3093169,1134
-1.512000191,33.31830005,1134
-1.512000191,33.32728321,1134
-1.512000191,33.33626636,1134
-1.512000191,33.34524951,1134
-1.512000191,33.35423267,1134
-1.512000191,33.36321582,1134
-1.512000191,33.37219897,1134
-1.512000191,33.38118212,1134
-1.512000191,33.39016528,1134
-1.512000191,33.39914843,1134
-1.512000191,33.40813158,1134
-1.512000191,33.41711474,1134
-1.512000191,33.42609789,1134
-1.512000191,33.43508104,1134
-1.512000191,33.44406419,1134
-1.512000191,33.45304735,1134
-1.512000191,33.4620305,1134
-1.520983344,32.67151305,1134
-1.520983344,32.6804962,1134
-1.520983344,32.68947936,1134
-1.520983344,32.69846251,1134
-1.520983344,32.70744566,1134
-1.520983344,32.71642881,1134
-1.520983344,32.72541197,1134
-1.520983344,32.73439512,1134
-1.520983344,32.74337827,1134
-1.520983344,32.75236143,1134
-1.520983344,32.76134458,1134
-1.520983344,32.77032773,1134
-1.520983344,32.77931088,1134
-1.520983344,32.78829404,1134
-1.520983344,32.79727719,1134
-1.520983344,32.80626034,1134
-1.520983344,32.8152435,1134
-1.520983344,32.82422665,1134
-1.520983344,32.8332098,1134
-1.520983344,32.84219295,1134
-1.520983344,32.85117611,1134
-1.520983344,32.86015926,1134
-1.520983344,32.86914241,1134
-1.520983344,32.87812557,1134
-1.520983344,32.88710872,1134
-1.520983344,32.89609187,1134
-1.520983344,32.90507502,1134
-1.520983344,32.91405818,1134
-1.520983344,32.92304133,1134
-1.520983344,32.93202448,1134
-1.520983344,32.94100764,1134
-1.520983344,32.94999079,1134
-1.520983344,32.95897394,1134
-1.520983344,32.96795709,1134
-1.520983344,32.97694025,1134
-1.520983344,32.9859234,1134
-1.520983344,32.99490655,1134
-1.520983344,33.00388971,1134
-1.520983344,33.01287286,1134
-1.520983344,33.02185601,1134
-1.520983344,33.03083916,1134
-1.520983344,33.03982232,1134
-1.520983344,33.04880547,1134
-1.520983344,33.05778862,1134
-1.520983344,33.06677177,1134
-1.520983344,33.07575493,1134
-1.520983344,33.08473808,1134
-1.520983344,33.09372123,1134
-1.520983344,33.10270439,1134
-1.520983344,33.11168754,1134
-1.520983344,33.12067069,1134
-1.520983344,33.12965384,1134
-1.520983344,33.138637,1134
-1.520983344,33.14762015,1134
-1.520983344,33.1566033,1134
-1.520983344,33.16558646,1134
-1.520983344,33.17456961,1134
-1.520983344,33.18355276,1134
-1.520983344,33.19253591,1134
-1.520983344,33.20151907,1134
-1.520983344,33.21050222,1134
-1.520983344,33.21948537,1134
-1.520983344,33.22846853,1134
-1.520983344,33.23745168,1134
-1.520983344,33.24643483,1134
-1.520983344,33.25541798,1134
-1.520983344,33.26440114,1134
-1.520983344,33.27338429,1134
-1.520983344,33.28236744,1134
-1.520983344,33.2913506,1134
-1.520983344,33.30033375,1134
-1.520983344,33.3093169,1134
-1.520983344,33.31830005,1134
-1.520983344,33.32728321,1134
-1.520983344,33.33626636,1134
-1.520983344,33.34524951,1134
-1.520983344,33.35423267,1134
-1.520983344,33.36321582,1134
-1.520983344,33.37219897,1134
-1.520983344,33.38118212,1134
-1.520983344,33.39016528,1134
-1.520983344,33.39914843,1134
-1.520983344,33.40813158,1134
-1.520983344,33.41711474,1134
-1.520983344,33.42609789,1134
-1.520983344,33.43508104,1134
-1.520983344,33.44406419,1134
-1.520983344,33.45304735,1134
-1.520983344,33.4620305,1134
-1.529966497,32.6625299,1134
-1.529966497,32.67151305,1134
-1.529966497,32.6804962,1134
-1.529966497,32.68947936,1134
-1.529966497,32.69846251,1134
-1.529966497,32.70744566,1134
-1.529966497,32.71642881,1134
-1.529966497,32.72541197,1134
-1.529966497,32.73439512,1134
-1.529966497,32.74337827,1134
-1.529966497,32.75236143,1134
-1.529966497,32.76134458,1134
-1.529966497,32.77032773,1134
-1.529966497,32.77931088,1134
-1.529966497,32.78829404,1134
-1.529966497,32.79727719,1134
-1.529966497,32.80626034,1134
-1.529966497,32.8152435,1134
-1.529966497,32.82422665,1134
-1.529966497,32.8332098,1134
-1.529966497,32.84219295,1134
-1.529966497,32.85117611,1134
-1.529966497,32.86015926,1134
-1.529966497,32.86914241,1134
-1.529966497,32.87812557,1134
-1.529966497,32.88710872,1134
-1.529966497,32.89609187,1134
-1.529966497,32.90507502,1134
-1.529966497,32.91405818,1134
-1.529966497,32.92304133,1134
-1.529966497,32.93202448,1134
-1.529966497,32.94100764,1134
-1.529966497,32.94999079,1134
-1.529966497,32.95897394,1134
-1.529966497,32.96795709,1134
-1.529966497,32.97694025,1134
-1.529966497,32.9859234,1134
-1.529966497,32.99490655,1134
-1.529966497,33.00388971,1134
-1.529966497,33.01287286,1134
-1.529966497,33.02185601,1134
-1.529966497,33.03083916,1134
-1.529966497,33.03982232,1134
-1.529966497,33.04880547,1134
-1.529966497,33.05778862,1134
-1.529966497,33.06677177,1134
-1.529966497,33.07575493,1134
-1.529966497,33.08473808,1134
-1.529966497,33.09372123,1134
-1.529966497,33.10270439,1134
-1.529966497,33.11168754,1134
-1.529966497,33.12067069,1134
-1.529966497,33.12965384,1134
-1.529966497,33.138637,1134
-1.529966497,33.14762015,1134
-1.529966497,33.1566033,1134
-1.529966497,33.16558646,1134
-1.529966497,33.17456961,1134
-1.529966497,33.18355276,1134
-1.529966497,33.19253591,1134
-1.529966497,33.20151907,1134
-1.529966497,33.21050222,1134
-1.529966497,33.21948537,1134
-1.529966497,33.22846853,1134
-1.529966497,33.23745168,1134
-1.529966497,33.24643483,1134
-1.529966497,33.25541798,1134
-1.529966497,33.26440114,1134
-1.529966497,33.27338429,1134
-1.529966497,33.28236744,1134
-1.529966497,33.2913506,1134
-1.529966497,33.30033375,1134
-1.529966497,33.3093169,1134
-1.529966497,33.31830005,1134
-1.529966497,33.32728321,1134
-1.529966497,33.33626636,1134
-1.529966497,33.34524951,1134
-1.529966497,33.35423267,1134
-1.529966497,33.36321582,1134
-1.529966497,33.37219897,1134
-1.529966497,33.38118212,1134
-1.529966497,33.39016528,1134
-1.529966497,33.39914843,1134
-1.529966497,33.40813158,1134
-1.529966497,33.41711474,1134
-1.529966497,33.42609789,1134
-1.529966497,33.43508104,1134
-1.529966497,33.44406419,1134
-1.529966497,33.45304735,1134
-1.529966497,33.4620305,1134
-1.53894965,32.65354674,1134
-1.53894965,32.6625299,1134
-1.53894965,32.67151305,1134
-1.53894965,32.6804962,1134
-1.53894965,32.68947936,1134
-1.53894965,32.69846251,1134
-1.53894965,32.70744566,1134
-1.53894965,32.71642881,1134
-1.53894965,32.72541197,1134
-1.53894965,32.73439512,1134
-1.53894965,32.74337827,1134
-1.53894965,32.75236143,1134
-1.53894965,32.76134458,1134
-1.53894965,32.77032773,1134
-1.53894965,32.77931088,1134
-1.53894965,32.78829404,1134
-1.53894965,32.79727719,1134
-1.53894965,32.80626034,1134
-1.53894965,32.8152435,1134
-1.53894965,32.82422665,1134
-1.53894965,32.8332098,1134
-1.53894965,32.84219295,1134
-1.53894965,32.85117611,1134
-1.53894965,32.86015926,1134
-1.53894965,32.86914241,1134
-1.53894965,32.87812557,1134
-1.53894965,32.88710872,1134
-1.53894965,32.89609187,1134
-1.53894965,32.90507502,1134
-1.53894965,32.91405818,1134
-1.53894965,32.92304133,1134
-1.53894965,32.93202448,1134
-1.53894965,32.94100764,1134
-1.53894965,32.94999079,1134
-1.53894965,32.95897394,1134
-1.53894965,32.96795709,1134
-1.53894965,32.97694025,1134
-1.53894965,32.9859234,1134
-1.53894965,32.99490655,1134
-1.53894965,33.00388971,1134
-1.53894965,33.01287286,1134
-1.53894965,33.02185601,1134
-1.53894965,33.03083916,1134
-1.53894965,33.03982232,1134
-1.53894965,33.04880547,1134
-1.53894965,33.05778862,1134
-1.53894965,33.06677177,1134
-1.53894965,33.07575493,1134
-1.53894965,33.08473808,1134
-1.53894965,33.09372123,1134
-1.53894965,33.10270439,1134
-1.53894965,33.11168754,1134
-1.53894965,33.12067069,1134
-1.53894965,33.12965384,1134
-1.53894965,33.138637,1134
-1.53894965,33.14762015,1134
-1.53894965,33.1566033,1134
-1.53894965,33.16558646,1134
-1.53894965,33.17456961,1134
-1.53894965,33.18355276,1134
-1.53894965,33.19253591,1134
-1.53894965,33.20151907,1134
-1.53894965,33.21050222,1134
-1.53894965,33.21948537,1134
-1.53894965,33.22846853,1134
-1.53894965,33.23745168,1134
-1.53894965,33.24643483,1134
-1.53894965,33.25541798,1134
-1.53894965,33.26440114,1134
-1.53894965,33.27338429,1134
-1.53894965,33.28236744,1134
-1.53894965,33.2913506,1134
-1.53894965,33.30033375,1134
-1.53894965,33.3093169,1134
-1.53894965,33.31830005,1134
-1.53894965,33.32728321,1134
-1.53894965,33.33626636,1134
-1.53894965,33.34524951,1134
-1.53894965,33.35423267,1134
-1.53894965,33.36321582,1134
-1.53894965,33.37219897,1134
-1.53894965,33.38118212,1134
-1.53894965,33.39016528,1134
-1.53894965,33.39914843,1134
-1.53894965,33.40813158,1134
-1.53894965,33.41711474,1134
-1.53894965,33.42609789,1134
-1.53894965,33.43508104,1134
-1.53894965,33.44406419,1134
-1.53894965,33.45304735,1134
-1.53894965,33.4620305,1134
-1.547932803,32.64456359,1134
-1.547932803,32.65354674,1134
-1.547932803,32.6625299,1134
-1.547932803,32.67151305,1134
-1.547932803,32.6804962,1134
-1.547932803,32.68947936,1134
-1.547932803,32.69846251,1134
-1.547932803,32.70744566,1134
-1.547932803,32.71642881,1134
-1.547932803,32.72541197,1134
-1.547932803,32.73439512,1134
-1.547932803,32.74337827,1134
-1.547932803,32.75236143,1134
-1.547932803,32.76134458,1134
-1.547932803,32.77032773,1134
-1.547932803,32.77931088,1134
-1.547932803,32.78829404,1134
-1.547932803,32.79727719,1134
-1.547932803,32.80626034,1134
-1.547932803,32.8152435,1134
-1.547932803,32.82422665,1134
-1.547932803,32.8332098,1134
-1.547932803,32.84219295,1134
-1.547932803,32.85117611,1134
-1.547932803,32.86015926,1134
-1.547932803,32.86914241,1134
-1.547932803,32.87812557,1134
-1.547932803,32.88710872,1134
-1.547932803,32.89609187,1134
-1.547932803,32.90507502,1134
-1.547932803,32.91405818,1134
-1.547932803,32.92304133,1134
-1.547932803,32.93202448,1134
-1.547932803,32.94100764,1134
-1.547932803,32.94999079,1134
-1.547932803,32.95897394,1134
-1.547932803,32.96795709,1134
-1.547932803,32.97694025,1134
-1.547932803,32.9859234,1134
-1.547932803,32.99490655,1134
-1.547932803,33.00388971,1134
-1.547932803,33.01287286,1134
-1.547932803,33.02185601,1134
-1.547932803,33.03083916,1134
-1.547932803,33.03982232,1134
-1.547932803,33.04880547,1134
-1.547932803,33.05778862,1134
-1.547932803,33.06677177,1134
-1.547932803,33.07575493,1134
-1.547932803,33.08473808,1134
-1.547932803,33.09372123,1134
-1.547932803,33.10270439,1134
-1.547932803,33.11168754,1134
-1.547932803,33.12067069,1134
-1.547932803,33.12965384,1134
-1.547932803,33.138637,1134
-1.547932803,33.14762015,1134
-1.547932803,33.1566033,1134
-1.547932803,33.16558646,1134
-1.547932803,33.17456961,1134
-1.547932803,33.18355276,1134
-1.547932803,33.19253591,1134
-1.547932803,33.20151907,1134
-1.547932803,33.21050222,1134
-1.547932803,33.21948537,1134
-1.547932803,33.22846853,1134
-1.547932803,33.23745168,1134
-1.547932803,33.24643483,1134
-1.547932803,33.25541798,1134
-1.547932803,33.26440114,1134
-1.547932803,33.27338429,1134
-1.547932803,33.28236744,1134
-1.547932803,33.2913506,1134
-1.547932803,33.30033375,1134
-1.547932803,33.3093169,1134
-1.547932803,33.31830005,1134
-1.547932803,33.32728321,1134
-1.547932803,33.33626636,1134
-1.547932803,33.34524951,1134
-1.547932803,33.35423267,1134
-1.547932803,33.36321582,1134
-1.547932803,33.37219897,1134
-1.547932803,33.38118212,1134
-1.547932803,33.39016528,1134
-1.547932803,33.39914843,1134
-1.547932803,33.40813158,1134
-1.547932803,33.41711474,1134
-1.547932803,33.42609789,1134
-1.547932803,33.43508104,1134
-1.547932803,33.44406419,1134
-1.547932803,33.45304735,1134
-1.547932803,33.4620305,1134
-1.556915955,32.62659729,1134
-1.556915955,32.63558044,1134
-1.556915955,32.64456359,1134
-1.556915955,32.65354674,1134
-1.556915955,32.6625299,1134
-1.556915955,32.67151305,1134
